pair_page,species_a,species_b,existing_a_hub_link,existing_b_hub_link,proposed_a_target,proposed_b_target,action
/compatibility/blue-tang-and-yoyo-loach/,blue-tang,yoyo-loach,False,False,/compatibility/blue-tang/,/compatibility/yoyo-loach/,Ensure both owner links
/compatibility/blue-tang-and-zebra-danio/,blue-tang,zebra-danio,False,False,/compatibility/blue-tang/,/compatibility/zebra-danio/,Ensure both owner links
/compatibility/blue-tang-and-zebra-loach/,blue-tang,zebra-loach,False,False,/compatibility/blue-tang/,/compatibility/zebra-loach/,Ensure both owner links
/compatibility/blue-tang-and-zebra-pleco/,blue-tang,zebra-pleco,False,False,/compatibility/blue-tang/,/compatibility/zebra-pleco/,Ensure both owner links
/compatibility/bolivian-ram-and-bosemans-rainbowfish/,bolivian-ram,bosemans-rainbowfish,False,False,/compatibility/bolivian-ram/,/compatibility/bosemans-rainbowfish/,Ensure both owner links
/compatibility/bolivian-ram-and-bristlenose-pleco/,bolivian-ram,bristlenose-pleco,False,False,/compatibility/bolivian-ram/,/compatibility/bristlenose-pleco/,Ensure both owner links
/compatibility/bolivian-ram-and-cardinal-tetra/,bolivian-ram,cardinal-tetra,False,False,/compatibility/bolivian-ram/,/compatibility/cardinal-tetra/,Ensure both owner links
/compatibility/bolivian-ram-and-cherry-barb/,bolivian-ram,cherry-barb,False,False,/compatibility/bolivian-ram/,/compatibility/cherry-barb/,Ensure both owner links
/compatibility/bolivian-ram-and-cherry-shrimp/,bolivian-ram,cherry-shrimp,False,False,/compatibility/bolivian-ram/,/compatibility/cherry-shrimp/,Ensure both owner links
/compatibility/bolivian-ram-and-chili-rasbora/,bolivian-ram,chili-rasbora,False,False,/compatibility/bolivian-ram/,/compatibility/chili-rasbora/,Ensure both owner links
/compatibility/bolivian-ram-and-clown-knifefish/,bolivian-ram,clown-knifefish,False,False,/compatibility/bolivian-ram/,/compatibility/clown-knifefish/,Ensure both owner links
/compatibility/bolivian-ram-and-clown-loach/,bolivian-ram,clown-loach,False,False,/compatibility/bolivian-ram/,/compatibility/clown-loach/,Ensure both owner links
/compatibility/bolivian-ram-and-clown-pleco/,bolivian-ram,clown-pleco,False,False,/compatibility/bolivian-ram/,/compatibility/clown-pleco/,Ensure both owner links
/compatibility/bolivian-ram-and-congo-tetra/,bolivian-ram,congo-tetra,False,False,/compatibility/bolivian-ram/,/compatibility/congo-tetra/,Ensure both owner links
/compatibility/bolivian-ram-and-coral-beauty/,bolivian-ram,coral-beauty,False,False,/compatibility/bolivian-ram/,/compatibility/coral-beauty/,Ensure both owner links
/compatibility/bolivian-ram-and-corydoras/,bolivian-ram,corydoras,False,False,/compatibility/bolivian-ram/,/compatibility/corydoras/,Ensure both owner links
/compatibility/bolivian-ram-and-denison-barb/,bolivian-ram,denison-barb,False,False,/compatibility/bolivian-ram/,/compatibility/denison-barb/,Ensure both owner links
/compatibility/bolivian-ram-and-diamond-tetra/,bolivian-ram,diamond-tetra,False,False,/compatibility/bolivian-ram/,/compatibility/diamond-tetra/,Ensure both owner links
/compatibility/bolivian-ram-and-discus/,bolivian-ram,discus,False,False,/compatibility/bolivian-ram/,/guides/discus-fish-care/tank-mates/,Ensure both owner links
/compatibility/bolivian-ram-and-dwarf-chain-loach/,bolivian-ram,dwarf-chain-loach,False,False,/compatibility/bolivian-ram/,/compatibility/dwarf-chain-loach/,Ensure both owner links
/compatibility/bolivian-ram-and-dwarf-gourami/,bolivian-ram,dwarf-gourami,False,False,/compatibility/bolivian-ram/,/compatibility/dwarf-gourami/,Ensure both owner links
/compatibility/bolivian-ram-and-electric-yellow-cichlid/,bolivian-ram,electric-yellow-cichlid,False,False,/compatibility/bolivian-ram/,/compatibility/electric-yellow-cichlid/,Ensure both owner links
/compatibility/bolivian-ram-and-ember-tetra/,bolivian-ram,ember-tetra,False,False,/compatibility/bolivian-ram/,/compatibility/ember-tetra/,Ensure both owner links
/compatibility/bolivian-ram-and-fire-eel/,bolivian-ram,fire-eel,False,False,/compatibility/bolivian-ram/,/compatibility/fire-eel/,Ensure both owner links
/compatibility/bolivian-ram-and-firefish-goby/,bolivian-ram,firefish-goby,False,False,/compatibility/bolivian-ram/,/compatibility/firefish-goby/,Ensure both owner links
/compatibility/bolivian-ram-and-flame-angelfish/,bolivian-ram,flame-angelfish,False,False,/compatibility/bolivian-ram/,/compatibility/flame-angelfish/,Ensure both owner links
/compatibility/bolivian-ram-and-foxface-rabbitfish/,bolivian-ram,foxface-rabbitfish,False,False,/compatibility/bolivian-ram/,/compatibility/foxface-rabbitfish/,Ensure both owner links
/compatibility/bolivian-ram-and-frontosa-cichlid/,bolivian-ram,frontosa-cichlid,False,False,/compatibility/bolivian-ram/,/compatibility/frontosa-cichlid/,Ensure both owner links
/compatibility/bolivian-ram-and-giant-danio/,bolivian-ram,giant-danio,False,False,/compatibility/bolivian-ram/,/compatibility/giant-danio/,Ensure both owner links
/compatibility/bolivian-ram-and-glass-catfish/,bolivian-ram,glass-catfish,False,False,/compatibility/bolivian-ram/,/compatibility/glass-catfish/,Ensure both owner links
/compatibility/bolivian-ram-and-glowlight-danio/,bolivian-ram,glowlight-danio,False,False,/compatibility/bolivian-ram/,/compatibility/glowlight-danio/,Ensure both owner links
/compatibility/bolivian-ram-and-glowlight-tetra/,bolivian-ram,glowlight-tetra,False,False,/compatibility/bolivian-ram/,/compatibility/glowlight-tetra/,Ensure both owner links
/compatibility/bolivian-ram-and-goldfish/,bolivian-ram,goldfish,False,False,/compatibility/bolivian-ram/,/compatibility/goldfish/,Ensure both owner links
/compatibility/bolivian-ram-and-green-terror-cichlid/,bolivian-ram,green-terror-cichlid,False,False,/compatibility/bolivian-ram/,/compatibility/green-terror-cichlid/,Ensure both owner links
/compatibility/bolivian-ram-and-guppy/,bolivian-ram,guppy,False,False,/compatibility/bolivian-ram/,/compatibility/guppy/,Ensure both owner links
/compatibility/bolivian-ram-and-harlequin-rasbora/,bolivian-ram,harlequin-rasbora,False,False,/compatibility/bolivian-ram/,/compatibility/harlequin-rasbora/,Ensure both owner links
/compatibility/bolivian-ram-and-hillstream-loach/,bolivian-ram,hillstream-loach,False,False,/compatibility/bolivian-ram/,/compatibility/hillstream-loach/,Ensure both owner links
/compatibility/bolivian-ram-and-honey-gourami/,bolivian-ram,honey-gourami,False,False,/compatibility/bolivian-ram/,/compatibility/honey-gourami/,Ensure both owner links
/compatibility/bolivian-ram-and-jewel-cichlid/,bolivian-ram,jewel-cichlid,False,False,/compatibility/bolivian-ram/,/compatibility/jewel-cichlid/,Ensure both owner links
/compatibility/bolivian-ram-and-julii-cory/,bolivian-ram,julii-cory,False,False,/compatibility/bolivian-ram/,/compatibility/julii-cory/,Ensure both owner links
/compatibility/bolivian-ram-and-keyhole-cichlid/,bolivian-ram,keyhole-cichlid,False,False,/compatibility/bolivian-ram/,/compatibility/keyhole-cichlid/,Ensure both owner links
/compatibility/bolivian-ram-and-koi/,bolivian-ram,koi,False,False,/compatibility/bolivian-ram/,/guides/koi-fish-care/tank-mates/,Ensure both owner links
/compatibility/bolivian-ram-and-kuhli-loach/,bolivian-ram,kuhli-loach,False,False,/compatibility/bolivian-ram/,/compatibility/kuhli-loach/,Ensure both owner links
/compatibility/bolivian-ram-and-lemon-tetra/,bolivian-ram,lemon-tetra,False,False,/compatibility/bolivian-ram/,/compatibility/lemon-tetra/,Ensure both owner links
/compatibility/bolivian-ram-and-lionfish/,bolivian-ram,lionfish,False,False,/compatibility/bolivian-ram/,/compatibility/lionfish/,Ensure both owner links
/compatibility/bolivian-ram-and-molly/,bolivian-ram,molly,False,False,/compatibility/bolivian-ram/,/compatibility/molly/,Ensure both owner links
/compatibility/bolivian-ram-and-moonlight-gourami/,bolivian-ram,moonlight-gourami,False,False,/compatibility/bolivian-ram/,/compatibility/moonlight-gourami/,Ensure both owner links
/compatibility/bolivian-ram-and-mystery-snail/,bolivian-ram,mystery-snail,False,False,/compatibility/bolivian-ram/,/compatibility/mystery-snail/,Ensure both owner links
/compatibility/bolivian-ram-and-neon-rainbowfish/,bolivian-ram,neon-rainbowfish,False,False,/compatibility/bolivian-ram/,/compatibility/neon-rainbowfish/,Ensure both owner links
/compatibility/bolivian-ram-and-neon-tetra/,bolivian-ram,neon-tetra,False,False,/compatibility/bolivian-ram/,/compatibility/neon-tetra/,Ensure both owner links
/compatibility/bolivian-ram-and-nerite-snail/,bolivian-ram,nerite-snail,False,False,/compatibility/bolivian-ram/,/compatibility/nerite-snail/,Ensure both owner links
/compatibility/bolivian-ram-and-oscar/,bolivian-ram,oscar,False,False,/compatibility/bolivian-ram/,/guides/oscar-fish-care/tank-mates/,Ensure both owner links
/compatibility/bolivian-ram-and-otocinclus/,bolivian-ram,otocinclus,False,False,/compatibility/bolivian-ram/,/compatibility/otocinclus/,Ensure both owner links
/compatibility/bolivian-ram-and-pajama-cardinalfish/,bolivian-ram,pajama-cardinalfish,False,False,/compatibility/bolivian-ram/,/compatibility/pajama-cardinalfish/,Ensure both owner links
/compatibility/bolivian-ram-and-panda-cory/,bolivian-ram,panda-cory,False,False,/compatibility/bolivian-ram/,/compatibility/panda-cory/,Ensure both owner links
/compatibility/bolivian-ram-and-pea-puffer/,bolivian-ram,pea-puffer,False,False,/compatibility/bolivian-ram/,/compatibility/pea-puffer/,Ensure both owner links
/compatibility/bolivian-ram-and-peacock-cichlid/,bolivian-ram,peacock-cichlid,False,False,/compatibility/bolivian-ram/,/compatibility/peacock-cichlid/,Ensure both owner links
/compatibility/bolivian-ram-and-pearl-danio/,bolivian-ram,pearl-danio,False,False,/compatibility/bolivian-ram/,/compatibility/pearl-danio/,Ensure both owner links
/compatibility/bolivian-ram-and-peppered-cory/,bolivian-ram,peppered-cory,False,False,/compatibility/bolivian-ram/,/compatibility/peppered-cory/,Ensure both owner links
/compatibility/bolivian-ram-and-percula-clownfish/,bolivian-ram,percula-clownfish,False,False,/compatibility/bolivian-ram/,/compatibility/percula-clownfish/,Ensure both owner links
/compatibility/bolivian-ram-and-platy/,bolivian-ram,platy,False,False,/compatibility/bolivian-ram/,/compatibility/platy/,Ensure both owner links
/compatibility/bolivian-ram-and-pygmy-corydoras/,bolivian-ram,pygmy-corydoras,False,False,/compatibility/bolivian-ram/,/compatibility/pygmy-corydoras/,Ensure both owner links
/compatibility/bolivian-ram-and-rainbow-shark/,bolivian-ram,rainbow-shark,False,False,/compatibility/bolivian-ram/,/compatibility/rainbow-shark/,Ensure both owner links
/compatibility/bolivian-ram-and-red-eye-tetra/,bolivian-ram,red-eye-tetra,False,False,/compatibility/bolivian-ram/,/compatibility/red-eye-tetra/,Ensure both owner links
/compatibility/bolivian-ram-and-rosy-barb/,bolivian-ram,rosy-barb,False,False,/compatibility/bolivian-ram/,/compatibility/rosy-barb/,Ensure both owner links
/compatibility/bolivian-ram-and-royal-gramma/,bolivian-ram,royal-gramma,False,False,/compatibility/bolivian-ram/,/compatibility/royal-gramma/,Ensure both owner links
/compatibility/bolivian-ram-and-senegal-bichir/,bolivian-ram,senegal-bichir,False,False,/compatibility/bolivian-ram/,/compatibility/senegal-bichir/,Ensure both owner links
/compatibility/bolivian-ram-and-serpae-tetra/,bolivian-ram,serpae-tetra,False,False,/compatibility/bolivian-ram/,/compatibility/serpae-tetra/,Ensure both owner links
/compatibility/bolivian-ram-and-severum-cichlid/,bolivian-ram,severum-cichlid,False,False,/compatibility/bolivian-ram/,/compatibility/severum-cichlid/,Ensure both owner links
/compatibility/bolivian-ram-and-silver-arowana/,bolivian-ram,silver-arowana,False,False,/compatibility/bolivian-ram/,/compatibility/silver-arowana/,Ensure both owner links
/compatibility/bolivian-ram-and-silver-dollar/,bolivian-ram,silver-dollar,False,False,/compatibility/bolivian-ram/,/compatibility/silver-dollar/,Ensure both owner links
/compatibility/bolivian-ram-and-sparkling-gourami/,bolivian-ram,sparkling-gourami,False,False,/compatibility/bolivian-ram/,/compatibility/sparkling-gourami/,Ensure both owner links
/compatibility/bolivian-ram-and-sterbai-cory/,bolivian-ram,sterbai-cory,False,False,/compatibility/bolivian-ram/,/compatibility/sterbai-cory/,Ensure both owner links
/compatibility/bolivian-ram-and-swordtail/,bolivian-ram,swordtail,False,False,/compatibility/bolivian-ram/,/compatibility/swordtail/,Ensure both owner links
/compatibility/bolivian-ram-and-texas-cichlid/,bolivian-ram,texas-cichlid,False,False,/compatibility/bolivian-ram/,/compatibility/texas-cichlid/,Ensure both owner links
/compatibility/bolivian-ram-and-threadfin-rainbowfish/,bolivian-ram,threadfin-rainbowfish,False,False,/compatibility/bolivian-ram/,/compatibility/threadfin-rainbowfish/,Ensure both owner links
/compatibility/bolivian-ram-and-three-spot-gourami/,bolivian-ram,three-spot-gourami,False,False,/compatibility/bolivian-ram/,/compatibility/three-spot-gourami/,Ensure both owner links
/compatibility/bolivian-ram-and-tiger-barb/,bolivian-ram,tiger-barb,False,False,/compatibility/bolivian-ram/,/compatibility/tiger-barb/,Ensure both owner links
/compatibility/bolivian-ram-and-watchman-goby/,bolivian-ram,watchman-goby,False,False,/compatibility/bolivian-ram/,/compatibility/watchman-goby/,Ensure both owner links
/compatibility/bolivian-ram-and-weather-loach/,bolivian-ram,weather-loach,False,False,/compatibility/bolivian-ram/,/compatibility/weather-loach/,Ensure both owner links
/compatibility/bolivian-ram-and-x-ray-tetra/,bolivian-ram,x-ray-tetra,False,False,/compatibility/bolivian-ram/,/compatibility/x-ray-tetra/,Ensure both owner links
/compatibility/bolivian-ram-and-yellow-tang/,bolivian-ram,yellow-tang,False,False,/compatibility/bolivian-ram/,/compatibility/yellow-tang/,Ensure both owner links
/compatibility/bolivian-ram-and-yoyo-loach/,bolivian-ram,yoyo-loach,False,False,/compatibility/bolivian-ram/,/compatibility/yoyo-loach/,Ensure both owner links
/compatibility/bolivian-ram-and-zebra-danio/,bolivian-ram,zebra-danio,False,False,/compatibility/bolivian-ram/,/compatibility/zebra-danio/,Ensure both owner links
/compatibility/bolivian-ram-and-zebra-loach/,bolivian-ram,zebra-loach,False,False,/compatibility/bolivian-ram/,/compatibility/zebra-loach/,Ensure both owner links
/compatibility/bolivian-ram-and-zebra-pleco/,bolivian-ram,zebra-pleco,False,False,/compatibility/bolivian-ram/,/compatibility/zebra-pleco/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-bristlenose-pleco/,bosemans-rainbowfish,bristlenose-pleco,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/bristlenose-pleco/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-cardinal-tetra/,bosemans-rainbowfish,cardinal-tetra,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/cardinal-tetra/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-cherry-barb/,bosemans-rainbowfish,cherry-barb,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/cherry-barb/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-cherry-shrimp/,bosemans-rainbowfish,cherry-shrimp,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/cherry-shrimp/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-chili-rasbora/,bosemans-rainbowfish,chili-rasbora,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/chili-rasbora/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-clown-knifefish/,bosemans-rainbowfish,clown-knifefish,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/clown-knifefish/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-clown-loach/,bosemans-rainbowfish,clown-loach,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/clown-loach/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-clown-pleco/,bosemans-rainbowfish,clown-pleco,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/clown-pleco/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-congo-tetra/,bosemans-rainbowfish,congo-tetra,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/congo-tetra/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-coral-beauty/,bosemans-rainbowfish,coral-beauty,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/coral-beauty/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-corydoras/,bosemans-rainbowfish,corydoras,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/corydoras/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-denison-barb/,bosemans-rainbowfish,denison-barb,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/denison-barb/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-diamond-tetra/,bosemans-rainbowfish,diamond-tetra,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/diamond-tetra/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-discus/,bosemans-rainbowfish,discus,False,False,/compatibility/bosemans-rainbowfish/,/guides/discus-fish-care/tank-mates/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-dwarf-chain-loach/,bosemans-rainbowfish,dwarf-chain-loach,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/dwarf-chain-loach/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-dwarf-gourami/,bosemans-rainbowfish,dwarf-gourami,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/dwarf-gourami/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-electric-yellow-cichlid/,bosemans-rainbowfish,electric-yellow-cichlid,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/electric-yellow-cichlid/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-ember-tetra/,bosemans-rainbowfish,ember-tetra,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/ember-tetra/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-fire-eel/,bosemans-rainbowfish,fire-eel,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/fire-eel/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-firefish-goby/,bosemans-rainbowfish,firefish-goby,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/firefish-goby/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-flame-angelfish/,bosemans-rainbowfish,flame-angelfish,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/flame-angelfish/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-foxface-rabbitfish/,bosemans-rainbowfish,foxface-rabbitfish,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/foxface-rabbitfish/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-frontosa-cichlid/,bosemans-rainbowfish,frontosa-cichlid,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/frontosa-cichlid/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-giant-danio/,bosemans-rainbowfish,giant-danio,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/giant-danio/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-glass-catfish/,bosemans-rainbowfish,glass-catfish,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/glass-catfish/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-glowlight-danio/,bosemans-rainbowfish,glowlight-danio,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/glowlight-danio/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-glowlight-tetra/,bosemans-rainbowfish,glowlight-tetra,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/glowlight-tetra/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-goldfish/,bosemans-rainbowfish,goldfish,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/goldfish/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-green-terror-cichlid/,bosemans-rainbowfish,green-terror-cichlid,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/green-terror-cichlid/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-guppy/,bosemans-rainbowfish,guppy,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/guppy/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-harlequin-rasbora/,bosemans-rainbowfish,harlequin-rasbora,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/harlequin-rasbora/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-hillstream-loach/,bosemans-rainbowfish,hillstream-loach,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/hillstream-loach/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-honey-gourami/,bosemans-rainbowfish,honey-gourami,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/honey-gourami/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-jewel-cichlid/,bosemans-rainbowfish,jewel-cichlid,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/jewel-cichlid/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-julii-cory/,bosemans-rainbowfish,julii-cory,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/julii-cory/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-keyhole-cichlid/,bosemans-rainbowfish,keyhole-cichlid,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/keyhole-cichlid/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-koi/,bosemans-rainbowfish,koi,False,False,/compatibility/bosemans-rainbowfish/,/guides/koi-fish-care/tank-mates/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-kuhli-loach/,bosemans-rainbowfish,kuhli-loach,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/kuhli-loach/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-lemon-tetra/,bosemans-rainbowfish,lemon-tetra,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/lemon-tetra/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-lionfish/,bosemans-rainbowfish,lionfish,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/lionfish/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-molly/,bosemans-rainbowfish,molly,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/molly/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-moonlight-gourami/,bosemans-rainbowfish,moonlight-gourami,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/moonlight-gourami/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-mystery-snail/,bosemans-rainbowfish,mystery-snail,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/mystery-snail/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-neon-rainbowfish/,bosemans-rainbowfish,neon-rainbowfish,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/neon-rainbowfish/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-neon-tetra/,bosemans-rainbowfish,neon-tetra,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/neon-tetra/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-nerite-snail/,bosemans-rainbowfish,nerite-snail,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/nerite-snail/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-oscar/,bosemans-rainbowfish,oscar,False,False,/compatibility/bosemans-rainbowfish/,/guides/oscar-fish-care/tank-mates/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-otocinclus/,bosemans-rainbowfish,otocinclus,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/otocinclus/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-pajama-cardinalfish/,bosemans-rainbowfish,pajama-cardinalfish,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/pajama-cardinalfish/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-panda-cory/,bosemans-rainbowfish,panda-cory,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/panda-cory/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-pea-puffer/,bosemans-rainbowfish,pea-puffer,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/pea-puffer/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-peacock-cichlid/,bosemans-rainbowfish,peacock-cichlid,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/peacock-cichlid/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-pearl-danio/,bosemans-rainbowfish,pearl-danio,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/pearl-danio/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-peppered-cory/,bosemans-rainbowfish,peppered-cory,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/peppered-cory/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-percula-clownfish/,bosemans-rainbowfish,percula-clownfish,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/percula-clownfish/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-platy/,bosemans-rainbowfish,platy,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/platy/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-pygmy-corydoras/,bosemans-rainbowfish,pygmy-corydoras,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/pygmy-corydoras/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-rainbow-shark/,bosemans-rainbowfish,rainbow-shark,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/rainbow-shark/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-red-eye-tetra/,bosemans-rainbowfish,red-eye-tetra,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/red-eye-tetra/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-rosy-barb/,bosemans-rainbowfish,rosy-barb,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/rosy-barb/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-royal-gramma/,bosemans-rainbowfish,royal-gramma,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/royal-gramma/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-senegal-bichir/,bosemans-rainbowfish,senegal-bichir,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/senegal-bichir/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-serpae-tetra/,bosemans-rainbowfish,serpae-tetra,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/serpae-tetra/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-severum-cichlid/,bosemans-rainbowfish,severum-cichlid,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/severum-cichlid/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-silver-arowana/,bosemans-rainbowfish,silver-arowana,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/silver-arowana/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-silver-dollar/,bosemans-rainbowfish,silver-dollar,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/silver-dollar/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-sparkling-gourami/,bosemans-rainbowfish,sparkling-gourami,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/sparkling-gourami/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-sterbai-cory/,bosemans-rainbowfish,sterbai-cory,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/sterbai-cory/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-swordtail/,bosemans-rainbowfish,swordtail,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/swordtail/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-texas-cichlid/,bosemans-rainbowfish,texas-cichlid,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/texas-cichlid/,Ensure both owner links
/compatibility/bosemans-rainbowfish-and-threadfin-rainbowfish/,bosemans-rainbowfish,threadfin-rainbowfish,False,False,/compatibility/bosemans-rainbowfish/,/compatibility/threadfin-rainbowfish/,Ensure both owner links
